,review_comment_message,review_score
925,"Recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo ",4
927,"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",5
929,"Na propaganda está escrito Mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos ",3
933,Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,5
934,Comprei 2 produtos so mandaram 1 e n mim deram nenhuma justificativa ! ,1
938,Agradeço muito bom.,4
939,*******************,4
940,Dentro do previsto,5
943,Recebi antes do prazo estimado.,5
944,Só imaginei que fosse maior a boneca. Mais é legal ,5
945,"Tive problema na entrega, pois não tinha ninguém em casa para receber a mercadoria no horário que passaram.",2
948,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",5
950,Muito eficiente entregou bem rápido eu recomendo,5
952,Muito lindo o Relógio!,3
954,Otimo produto e entrega no prazo,5
955,"Chegou antes da data do prazo, porem vazou um pouco do produto! ",4
967,"Sempre que compro com vocês meus itens chega em perfeito estado....
",5
968,Produto entregue antes do prazo em ótimo estado.,5
969,Muito bom.,3
971,Entrega super rápida. Produto de ótima qualidade. Recomendo.,5
974,"Produto lindo, ótimo",5
979,excelente,5
980,"Esperava mais, as toalhas poderiam ser mais grossas.",3
981,Entrega uma dia antes do previsto,4
982,"Demora um pouco pra esquentar, mesmo na potência máxima 5. Mas atende bem. Nos rimeiros dias de uso tem um cheiro meio que borracha queimada, mas passa... recomendo pela praticidade e custo/benefício.",4
984,"Foi entregue bem embalado.
Entrega rapido comforme prometido
Comforme a imagem.",5
986,Tudo ocorreu de forma eficiente,5
987,O produto chegou antes do prazo e em perfeitas condições. ,5
992,"O produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.",2
993,"produto conforme anunciado, e veio antes do prazo...perfeito",5
994,Produto bom e entregue antes do previsto.,4
995,"Ainda não usei em nenhuma viagem, mas parece ser muito boa.",4
997,O produto foi encaminhado para cidade de destino no dia 31/03 e até o momento não recebi.,1
1001,Recomendo,5
1002,Produto não foi entregue!,1
1003,Simplesmente não recebi meu produto e nao tenho um posicionamento decente do que acontecerá.,1
1004,"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",1
1005,Adoro comprar nas lojas lannister,4
1008,"Entrega muito rápido, e produto excelente ",5
1009,Ótimo ,5
1010,"O produto pode estar com mal funcionamento.
Ou o meu telefone não está conseguindo fazer a leitura.",1
1016,Produto entregue,5
1017,Loja sem vergonha. Não entregaram o pedido e tiveram a descaração de duErem que eu o cancelei. Porcaria de vendedor. stark escolheu muito mal o seu paeceiro.,1
1019,"Muito bom
",5
1020,Recebi o produto que eh falso quero meu dinheiro de volta ,5
1021,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE .
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",1
1024,"Produto bom. Entrega antes do prazo
",5
1025,Bom,4
1026,gostei muito,5
1029,"Comprei dois produtos, sendo que um deles não chegou. Um cabo adaptador de áudio.",1
1031,"Gostei muito,chegou tudo certinho até antes do prazo de entrega.",5
1036,Produto entregue dentro do prazo .,5
1037,"Fornecedor targaryen me mandou um massageador completamente diferente do que comprei, de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né, curioso..Ou seja, n recomendo",1
1039,"Recebi o produto no prazo, tudo ok",5
1043,"Muito ruim, não veio um produto e o outro veio errado.. ",1
1044,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",1
1045,Entrega no prazo e como descrito no site,5
1047,A lannister sempre se superandoo,5
1049,Fui surpreendido pela eficácia. Ótimo atentimento.,5
1051,"otimo atendimento, tudo certo, entregue dentro do prazo.",5
1053,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",5
1055,A mercadoria não foi entregue ainda..,1
1060,Ainda não utilizei o produto,4
1061,"Recebi a encomenda de forma normal e dentro do prazo, contudo, recebi de primeira uma data de entrega estimada e que posterior, a data foi aumentando. Não gostei dessa atitude. Demorou 2 semanas.",2
1066,Eu pedi q cancelacem antes da nf ser emitida pq eu havia ganhado de presente um igual... não cancelaram... mandaram assim msm... eu pedi quando a nf ainda não tinha sido emitida,1
1067,"Muito linda deu um charme na minha sala.
",5
1071,Ótimo atendimento e entrega antes do prazo.,5
1077,"Não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
Quero receber a outra sem custo nenhum. Pois o erro não foi me",3
1080,Recomendo.,4
1082,"As bolsas são lindas por fora, a cor é bem próxima da foto, mas por dentro não tem o forro da descrição e o acabamento deixou um pouco a desejar, no mais a entrega foi super rápida ",3
1083,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",1
1084,Otimo material bem resistente espaçosa 👏👏👏 gostei!,4
1087,Ótimo serviço,5
1090,Prestação de serviços de alta qualidade ,5
1091,O produto é de muita baixa qualidade,2
1093,"Produto entregue bem embalado ,em perfeitas condições. ",5
1094,Demorou mas entregou!,2
1096,"A compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro",3
1098,"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",1
1099,"De modo geral, é satisfatório por ser gravação em laser. Mas justamente por ser a laser, deixa a desejar quanto a centralização do pingente com a marca, bem como da qualidade da gravação.",3
1100,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns .",5
1101,Tapete lindo.Chegou muito antes do prazo.,5
1102,Gostei muito,4
1105,Poderia ter agilizado com a entrega! Porém recebi o produto em ótimas condições!,4
1108,"Protudo chegou em ótimo estado de conservação, e antes do prazo!",5
1109,Produto de excelente qualidade e a entrega foi feita antes do prazo previsto. Muito satisfeita. ,5
1110,"O produto é muito lindo e está com preço excelente! A entrega foi super rápida, ocorrendo muito antes do prazo! 
Recomendo! O quarto ficou irado!!!!",5
1113,"O produto veio sem nota fiscal, tive que solicitar pelo telefone.",3
1115,O produto não é bom.,3
1117,Muito satisfeito eu recomendo,5
1120,Podem comprar sem medo,5
1123,"gosto de comprar nessa loja porque agente ñ precisa avisar da entrega
",4
1124,Excelente produto!!,5
1125,Produto entregue no prazo nota 10,5
1130,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",1
1132,"Muito Bom , exelente",5
1134,atendimento eficaz e entrega dentro do prazo,5
1136,"Chegou um pouco antes do prazo, isso é bom",5
1139,Gostei demais do travesseiro. É como descrito no site.,5
1140,Super recomendo.entrega e produtos ok.,5
1141,Sem pontualidade não da satisfação ao cliente.,1
1147,"Satisfeito com a aquisição e negócio.
Entrega no prazo, com produto bem embalado, com a Nota Fiscal, caixa original, garantia e manual do usuário.
Primeiras impressões o relógio está em perfeito.",5
1148,Atendeu as expectativas,5
1151,"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",5
1161,meu mosquiteiro veio com dois furos na parte superior e pedir um mosquiteiro King porem nao veio Kiung e sim QUEEM,1
1164,Muito bom,3
1166,Produto chegou rapidamente e conforme o anunciado.,5
1167,Produto de baixa qualidade.,2
1168,"Produto de qualidade, preço justo, entrega dentro do prazo.
O produto atendeu as minhas expectativas.
Recomendo o vendedor.",5
1169,me foi enviado o produto errado!,1
1173,Efetuei a compra e pagamento de duas unidades e recebi apenas uma unidade. Aguardando tratativa.,1
1175,"Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.",5
1178,tudo ok,5
1180,O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto ,3
1182,"Produto importado, o meu veio com defeito",2
1184,Produto simples e bonito,4
1192,Gostei muito da agilidade na entrega,5
1195,Ainda não recebi,1
1196,Esperava maior um pouco,4
1197,o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou ! ,3
1201,"Produto chegou antes do prazo, muito bem embalado pelo fornecedor, sem avarias.

A qualidado produto é muito boa.",5
1203,Só gostaria de saber o dia correto da entrega . ,3
1205,Produtos muito bons! ,5
1206,Otimo produto,5
1208,Bom dia ... comprei um bebedouro vermelho metálico... é recebi um bebedouro Rosa... obs... meu cachorro é macho...,2
1210,"Não foi entregue, a primeira vez que acontece isso.",1
1211,o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo oK.,4
1212,"Comprei 2 unidades do produto, veio avariado visto que a embalagem é muito fraca, sendo que veio com dois buracos no fundo da panela, devido a pressão que dog colocado em cima dele.",1
1217,"só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.",5
1224,"Eu comprei nas lannister, por se tratar de uma loja de confiança, porém ao chegar o produto descobri que o que foi vendido pela marca Targus, era na verdade um produto falsificado, não confio mais",3
1226,Excelente serviço,5
1227,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,1
1228,COMPREI UM JOGO DE PANELAS COM 8 PANELAS E UMA PANELA DE PRESSÃO VERMELHO E PANELAS DO TIPO OVAL. RECEBI UM JOGO COM 6 PANELAS E JOGO DE ESPÁTULAS PRETOS. COISA QUE NÃO PEDI. VEIO APENAS UMA FRIDEIRA.,1
1229,comprei num dia e recebi no outro e a mercadoria é excelente!!!,5
1231,Não gostei da qualidade do enchimento das almofadas,1
1232,"Conforme já solicitei, preciso fazer a devolução. Ele não foi entregue no prazo que eu precisa. Já solicitei por aqui e já entrei em contato com o vendedor. Estou no aguardo para fazer a devolução.",4
1236,GOSTAEI DA RAPIDEZ DA ENTREGA,5
1237,Quero saber dos demais produtos eram 3 itens ,1
1240,Parabéns ,5
1243,"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.",1
1245,"Produto chegou no prazo, em perfeitas condiçoes e veio embalado de forma incrivel. Muito bem embalado mesmo... Chegou sem nenhum arranhao! ",5
1248,Não recebi o produto,1
1251,Comprei 2(dois) produtos iguais e tive que pagar 2(dois) fretes. A Empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete. Produto entregue em perfeitas condições. Ótimo produto.,4
1252,Ótimo produto!,5
1254,"Produto de qualidade, entrega muito demorada",3
1255,Entrega muita rápida e produto em ótimo estado.,5
1258,Gostaria de saber se o produto mudou de embalagem. Pois comprei a embalagem vermelha e recebi outra embalagem toda florida. Preciso saber se é o mesmo produto. ,5
1260,"Lavabo bem bonito e igual a descrição, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.",4
1262,produto entregue totalmente diferente do comprado,2
1266,Ótimo em TDS os aspectos,5
1270,Ainda estou aguardando,2
1273,Aida nao recebi o produto,4
1274,Recebi antes da data prometida. Recomendo esta loja. ,5
1275,Demorou quase trinta dias .tempo demais,4
1278,Depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus,2
1282,Gostei muito,5
1283,Bom,5
1285,"Boa tarde! 
Tive problemas com meu pedido sim! 
Veio o mosqueteiro errado. 
Pedi um de tamanho Queen, que arrastasse até o chão e com o círculo em cima bem grande. Veio pequeno de cama de casal nor",1
1287,"ate agora tudo perfeito, produto e entrega no prazo",5
1289,"Comprei 2 relógios, mas só foi entregue 1",2
1290,"produto ok, recebido dentro do prazo, bem antes do previsto.",5
1291,"A entrega foi antecipado, mais umas das panelas de pressão veio com o suporte quebrado.",2
1295,Tudo ok.,5
1297,Ótimo produto! Recomendo!,5
1298,"ENTREGA MUITO DEMORADA, COMPREI EM 26/03/2018 E ATÉ AGORA NÃO RECEBI OS PRODUTOS",1
1302,bom,5
1305,O produto chegou conforme anunciado. Gostei.,4
1306,Dentro do prazo e informacoes do encaminhamento do produto de forma clara,5
1310,Excelente. Recomendo.,5
1314,O produto enteque veio Errado ,1
1316,"NÃO RECEBI O PRODUTO, O PRODUTO CONSTA COMO ENVIADO PARA O CORREIO DE RIBEIRÃO PRETO. O CORREIO NÃO RECEBEU O PRODUTO. ENVIE VARIAS MENSAGEM PARA A targaryen E NÃO OBTIVE. ESTA targaryen ESTA SUJANDO SEU NOME",1
1317,Gostei,5
1320,"O produto veio fora da especificação. A calota vendida tinha o símbolo da Citroën, mas a calota veio sem este símbolo. ",2
1326,Então conprei gostei mas nao e tudo isso nao achei q seria melhor,2
1327,Loja de confiança chegou no praso,5
1329,"amei o produto, super fácil de manusear e a lannister está de PARABÉNS, pois chegou BEM ANTES do prazo.",4
1333,Super recomendo os produtos são lindos!!😍😍,5
1337,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.",2
1339,"Motor ótimo, só não vem as cremalheiras junto!",3
